timestamp,model,example_length,target,prediction,correct
163508,LSTMClassifier_FineTune,4,2,3,0
163508,LSTMClassifier_FineTune,21,3,3,1
163508,LSTMClassifier_FineTune,23,4,3,0
163508,LSTMClassifier_FineTune,26,2,4,0
163508,LSTMClassifier_FineTune,9,4,4,1
163508,LSTMClassifier_FineTune,20,3,1,0
163508,LSTMClassifier_FineTune,22,3,3,1
163508,LSTMClassifier_FineTune,7,3,3,1
163508,LSTMClassifier_FineTune,14,3,4,0
163508,LSTMClassifier_FineTune,15,4,3,0
163508,LSTMClassifier_FineTune,13,3,3,1
163508,LSTMClassifier_FineTune,24,3,3,1
163508,LSTMClassifier_FineTune,10,4,4,1
163508,LSTMClassifier_FineTune,12,2,2,1
163508,LSTMClassifier_FineTune,24,3,3,1
163508,LSTMClassifier_FineTune,6,2,2,1
163508,LSTMClassifier_FineTune,8,4,4,1
163508,LSTMClassifier_FineTune,17,3,3,1
163508,LSTMClassifier_FineTune,11,4,3,0
163508,LSTMClassifier_FineTune,9,4,4,1
163508,LSTMClassifier_FineTune,37,4,4,1
163508,LSTMClassifier_FineTune,16,2,4,0
163508,LSTMClassifier_FineTune,23,3,3,1
163508,LSTMClassifier_FineTune,16,3,3,1
163508,LSTMClassifier_FineTune,9,3,2,0
163508,LSTMClassifier_FineTune,14,3,3,1
163508,LSTMClassifier_FineTune,19,3,3,1
163508,LSTMClassifier_FineTune,23,1,2,0
163508,LSTMClassifier_FineTune,22,3,2,0
163508,LSTMClassifier_FineTune,13,4,1,0
163508,LSTMClassifier_FineTune,20,4,4,1
163508,LSTMClassifier_FineTune,6,2,2,1
163508,LSTMClassifier_FineTune,29,3,2,0
163508,LSTMClassifier_FineTune,33,3,3,1
163508,LSTMClassifier_FineTune,17,1,3,0
163508,LSTMClassifier_FineTune,18,3,3,1
163508,LSTMClassifier_FineTune,13,3,2,0
163508,LSTMClassifier_FineTune,42,3,4,0
163508,LSTMClassifier_FineTune,22,1,3,0
163508,LSTMClassifier_FineTune,14,2,1,0
163508,LSTMClassifier_FineTune,20,4,3,0
163508,LSTMClassifier_FineTune,22,0,1,0
163508,LSTMClassifier_FineTune,14,4,3,0
163508,LSTMClassifier_FineTune,16,4,4,1
163508,LSTMClassifier_FineTune,18,3,3,1
163508,LSTMClassifier_FineTune,29,2,2,1
163508,LSTMClassifier_FineTune,13,4,4,1
163508,LSTMClassifier_FineTune,24,3,4,0
163508,LSTMClassifier_FineTune,8,4,3,0
163508,LSTMClassifier_FineTune,38,3,3,1
163508,LSTMClassifier_FineTune,9,3,3,1
163508,LSTMClassifier_FineTune,13,3,0,0
163508,LSTMClassifier_FineTune,20,3,3,1
163508,LSTMClassifier_FineTune,11,4,3,0
163508,LSTMClassifier_FineTune,22,3,3,1
163508,LSTMClassifier_FineTune,24,3,2,0
163508,LSTMClassifier_FineTune,21,3,3,1
163508,LSTMClassifier_FineTune,15,2,2,1
163508,LSTMClassifier_FineTune,12,3,4,0
163508,LSTMClassifier_FineTune,14,3,3,1
163508,LSTMClassifier_FineTune,23,2,3,0
163508,LSTMClassifier_FineTune,20,3,3,1
163508,LSTMClassifier_FineTune,12,3,3,1
163508,LSTMClassifier_FineTune,25,2,3,0
163508,LSTMClassifier_FineTune,23,1,3,0
163508,LSTMClassifier_FineTune,25,3,3,1
163508,LSTMClassifier_FineTune,7,4,3,0
