,timestamp,model,example_length,target,prediction,correct
0,143959,PTDeepCBOW,4,2,1,0
1,143959,PTDeepCBOW,21,3,1,0
2,143959,PTDeepCBOW,23,4,3,0
3,143959,PTDeepCBOW,26,2,3,0
4,143959,PTDeepCBOW,9,4,4,1
5,143959,PTDeepCBOW,20,3,1,0
6,143959,PTDeepCBOW,22,3,1,0
7,143959,PTDeepCBOW,7,3,1,0
8,143959,PTDeepCBOW,14,3,4,0
9,143959,PTDeepCBOW,15,4,4,1
10,143959,PTDeepCBOW,13,3,4,0
11,143959,PTDeepCBOW,24,3,3,1
12,143959,PTDeepCBOW,10,4,4,1
13,143959,PTDeepCBOW,12,2,1,0
14,143959,PTDeepCBOW,24,3,3,1
15,143959,PTDeepCBOW,6,2,1,0
16,143959,PTDeepCBOW,8,4,4,1
17,143959,PTDeepCBOW,17,3,3,1
18,143959,PTDeepCBOW,11,4,4,1
19,143959,PTDeepCBOW,9,4,4,1
20,143959,PTDeepCBOW,37,4,4,1
21,143959,PTDeepCBOW,16,2,4,0
22,143959,PTDeepCBOW,23,3,3,1
23,143959,PTDeepCBOW,16,3,3,1
24,143959,PTDeepCBOW,9,3,1,0
25,143959,PTDeepCBOW,14,3,3,1
26,143959,PTDeepCBOW,19,3,3,1
27,143959,PTDeepCBOW,23,1,3,0
28,143959,PTDeepCBOW,22,3,3,1
29,143959,PTDeepCBOW,13,4,1,0
30,143959,PTDeepCBOW,20,4,4,1
31,143959,PTDeepCBOW,6,2,1,0
32,143959,PTDeepCBOW,29,3,1,0
33,143959,PTDeepCBOW,33,3,3,1
34,143959,PTDeepCBOW,17,1,1,1
35,143959,PTDeepCBOW,18,3,3,1
36,143959,PTDeepCBOW,13,3,3,1
37,143959,PTDeepCBOW,42,3,4,0
38,143959,PTDeepCBOW,22,1,1,1
39,143959,PTDeepCBOW,14,2,1,0
40,143959,PTDeepCBOW,20,4,3,0
41,143959,PTDeepCBOW,22,0,1,0
42,143959,PTDeepCBOW,14,4,3,0
43,143959,PTDeepCBOW,16,4,4,1
44,143959,PTDeepCBOW,18,3,3,1
45,143959,PTDeepCBOW,29,2,1,0
46,143959,PTDeepCBOW,13,4,4,1
47,143959,PTDeepCBOW,24,3,4,0
48,143959,PTDeepCBOW,8,4,4,1
49,143959,PTDeepCBOW,38,3,1,0
50,143959,PTDeepCBOW,9,3,3,1
51,143959,PTDeepCBOW,13,3,3,1
52,143959,PTDeepCBOW,20,3,3,1
53,143959,PTDeepCBOW,11,4,4,1
54,143959,PTDeepCBOW,22,3,3,1
55,143959,PTDeepCBOW,24,3,3,1
56,143959,PTDeepCBOW,21,3,3,1
57,143959,PTDeepCBOW,15,2,1,0
58,143959,PTDeepCBOW,12,3,4,0
59,143959,PTDeepCBOW,14,3,2,0
60,143959,PTDeepCBOW,23,2,3,0
61,143959,PTDeepCBOW,20,3,3,1
62,143959,PTDeepCBOW,12,3,3,1
63,143959,PTDeepCBOW,25,2,3,0
64,143959,PTDeepCBOW,23,1,3,0
65,143959,PTDeepCBOW,25,3,3,1
66,143959,PTDeepCBOW,7,4,4,1
67,143959,PTDeepCBOW,26,4,4,1
68,143959,PTDeepCBOW,19,4,4,1
69,143959,PTDeepCBOW,20,4,3,0
70,143959,PTDeepCBOW,24,2,3,0
71,143959,PTDeepCBOW,4,4,3,0
72,143959,PTDeepCBOW,8,4,4,1
73,143959,PTDeepCBOW,23,4,1,0
74,143959,PTDeepCBOW,11,3,3,1
75,143959,PTDeepCBOW,22,1,1,1
76,143959,PTDeepCBOW,24,4,4,1
77,143959,PTDeepCBOW,27,3,4,0
78,143959,PTDeepCBOW,24,3,3,1
79,143959,PTDeepCBOW,17,2,1,0
80,143959,PTDeepCBOW,19,3,3,1
81,143959,PTDeepCBOW,15,4,4,1
82,143959,PTDeepCBOW,19,3,3,1
83,143959,PTDeepCBOW,31,3,4,0
84,143959,PTDeepCBOW,23,4,4,1
85,143959,PTDeepCBOW,20,4,3,0
86,143959,PTDeepCBOW,40,4,4,1
87,143959,PTDeepCBOW,9,4,3,0
88,143959,PTDeepCBOW,37,3,4,0
89,143959,PTDeepCBOW,21,3,3,1
90,143959,PTDeepCBOW,34,1,3,0
91,143959,PTDeepCBOW,16,3,1,0
92,143959,PTDeepCBOW,22,0,1,0
93,143959,PTDeepCBOW,18,3,3,1
94,143959,PTDeepCBOW,22,3,1,0
95,143959,PTDeepCBOW,7,4,4,1
96,143959,PTDeepCBOW,24,2,1,0
97,143959,PTDeepCBOW,14,4,3,0
98,143959,PTDeepCBOW,13,3,3,1
99,143959,PTDeepCBOW,26,4,3,0
100,143959,PTDeepCBOW,35,3,3,1
101,143959,PTDeepCBOW,24,3,3,1
102,143959,PTDeepCBOW,18,4,1,0
103,143959,PTDeepCBOW,14,3,3,1
104,143959,PTDeepCBOW,27,3,3,1
105,143959,PTDeepCBOW,22,4,3,0
106,143959,PTDeepCBOW,33,3,3,1
107,143959,PTDeepCBOW,11,4,3,0
108,143959,PTDeepCBOW,36,3,3,1
109,143959,PTDeepCBOW,10,3,4,0
110,143959,PTDeepCBOW,29,2,3,0
111,143959,PTDeepCBOW,15,2,3,0
112,143959,PTDeepCBOW,22,4,3,0
113,143959,PTDeepCBOW,35,3,2,0
114,143959,PTDeepCBOW,6,2,2,1
115,143959,PTDeepCBOW,25,4,4,1
116,143959,PTDeepCBOW,10,3,4,0
117,143959,PTDeepCBOW,26,1,3,0
118,143959,PTDeepCBOW,15,3,4,0
119,143959,PTDeepCBOW,28,2,3,0
120,143959,PTDeepCBOW,40,3,3,1
121,143959,PTDeepCBOW,24,4,3,0
