,timestamp,model,example_length,target,prediction,correct
0,143417,DeepCBOW,4,2,2,1
1,143417,DeepCBOW,21,3,3,1
2,143417,DeepCBOW,23,4,3,0
3,143417,DeepCBOW,26,2,1,0
4,143417,DeepCBOW,9,4,3,0
5,143417,DeepCBOW,20,3,3,1
6,143417,DeepCBOW,22,3,1,0
7,143417,DeepCBOW,7,3,3,1
8,143417,DeepCBOW,14,3,4,0
9,143417,DeepCBOW,15,4,4,1
10,143417,DeepCBOW,13,3,3,1
11,143417,DeepCBOW,24,3,3,1
12,143417,DeepCBOW,10,4,4,1
13,143417,DeepCBOW,12,2,1,0
14,143417,DeepCBOW,24,3,3,1
15,143417,DeepCBOW,6,2,2,1
16,143417,DeepCBOW,8,4,4,1
17,143417,DeepCBOW,17,3,1,0
18,143417,DeepCBOW,11,4,2,0
19,143417,DeepCBOW,9,4,4,1
20,143417,DeepCBOW,37,4,3,0
21,143417,DeepCBOW,16,2,3,0
22,143417,DeepCBOW,23,3,3,1
23,143417,DeepCBOW,16,3,2,0
24,143417,DeepCBOW,9,3,3,1
25,143417,DeepCBOW,14,3,3,1
26,143417,DeepCBOW,19,3,3,1
27,143417,DeepCBOW,23,1,3,0
28,143417,DeepCBOW,22,3,1,0
29,143417,DeepCBOW,13,4,0,0
30,143417,DeepCBOW,20,4,4,1
31,143417,DeepCBOW,6,2,3,0
32,143417,DeepCBOW,29,3,3,1
33,143417,DeepCBOW,33,3,3,1
34,143417,DeepCBOW,17,1,3,0
35,143417,DeepCBOW,18,3,4,0
36,143417,DeepCBOW,13,3,3,1
37,143417,DeepCBOW,42,3,4,0
38,143417,DeepCBOW,22,1,3,0
39,143417,DeepCBOW,14,2,2,1
40,143417,DeepCBOW,20,4,3,0
41,143417,DeepCBOW,22,0,1,0
42,143417,DeepCBOW,14,4,4,1
43,143417,DeepCBOW,16,4,1,0
44,143417,DeepCBOW,18,3,3,1
45,143417,DeepCBOW,29,2,1,0
46,143417,DeepCBOW,13,4,4,1
47,143417,DeepCBOW,24,3,4,0
48,143417,DeepCBOW,8,4,3,0
49,143417,DeepCBOW,38,3,1,0
50,143417,DeepCBOW,9,3,3,1
51,143417,DeepCBOW,13,3,3,1
52,143417,DeepCBOW,20,3,1,0
53,143417,DeepCBOW,11,4,3,0
54,143417,DeepCBOW,22,3,3,1
55,143417,DeepCBOW,24,3,1,0
56,143417,DeepCBOW,21,3,3,1
57,143417,DeepCBOW,15,2,3,0
58,143417,DeepCBOW,12,3,4,0
59,143417,DeepCBOW,14,3,1,0
60,143417,DeepCBOW,23,2,1,0
61,143417,DeepCBOW,20,3,4,0
62,143417,DeepCBOW,12,3,4,0
63,143417,DeepCBOW,25,2,3,0
64,143417,DeepCBOW,23,1,1,1
65,143417,DeepCBOW,25,3,1,0
66,143417,DeepCBOW,7,4,4,1
67,143417,DeepCBOW,26,4,4,1
68,143417,DeepCBOW,19,4,4,1
69,143417,DeepCBOW,20,4,4,1
70,143417,DeepCBOW,24,2,3,0
71,143417,DeepCBOW,4,4,2,0
72,143417,DeepCBOW,8,4,3,0
73,143417,DeepCBOW,23,4,1,0
74,143417,DeepCBOW,11,3,1,0
75,143417,DeepCBOW,22,1,1,1
76,143417,DeepCBOW,24,4,3,0
77,143417,DeepCBOW,27,3,4,0
78,143417,DeepCBOW,24,3,4,0
79,143417,DeepCBOW,17,2,3,0
80,143417,DeepCBOW,19,3,3,1
81,143417,DeepCBOW,15,4,4,1
82,143417,DeepCBOW,19,3,3,1
83,143417,DeepCBOW,31,3,3,1
84,143417,DeepCBOW,23,4,3,0
85,143417,DeepCBOW,20,4,3,0
86,143417,DeepCBOW,40,4,4,1
87,143417,DeepCBOW,9,4,3,0
88,143417,DeepCBOW,37,3,3,1
89,143417,DeepCBOW,21,3,3,1
90,143417,DeepCBOW,34,1,2,0
91,143417,DeepCBOW,16,3,3,1
92,143417,DeepCBOW,22,0,3,0
93,143417,DeepCBOW,18,3,1,0
94,143417,DeepCBOW,22,3,1,0
95,143417,DeepCBOW,7,4,4,1
96,143417,DeepCBOW,24,2,2,1
97,143417,DeepCBOW,14,4,1,0
98,143417,DeepCBOW,13,3,1,0
99,143417,DeepCBOW,26,4,3,0
100,143417,DeepCBOW,35,3,1,0
101,143417,DeepCBOW,24,3,1,0
102,143417,DeepCBOW,18,4,1,0
103,143417,DeepCBOW,14,3,3,1
104,143417,DeepCBOW,27,3,4,0
105,143417,DeepCBOW,22,4,4,1
106,143417,DeepCBOW,33,3,3,1
107,143417,DeepCBOW,11,4,3,0
108,143417,DeepCBOW,36,3,3,1
109,143417,DeepCBOW,10,3,4,0
110,143417,DeepCBOW,29,2,3,0
111,143417,DeepCBOW,15,2,3,0
112,143417,DeepCBOW,22,4,1,0
113,143417,DeepCBOW,35,3,3,1
114,143417,DeepCBOW,6,2,3,0
115,143417,DeepCBOW,25,4,3,0
116,143417,DeepCBOW,10,3,4,0
117,143417,DeepCBOW,26,1,1,1
118,143417,DeepCBOW,15,3,3,1
119,143417,DeepCBOW,28,2,1,0
120,143417,DeepCBOW,40,3,3,1
121,143417,DeepCBOW,24,4,3,0
122,143417,DeepCBOW,18,4,1,0
123,143417,DeepCBOW,26,4,1,0
124,143417,DeepCBOW,6,2,1,0
125,143417,DeepCBOW,21,3,3,1
126,143417,DeepCBOW,19,3,2,0
127,143417,DeepCBOW,34,4,3,0
128,143417,DeepCBOW,15,3,4,0
129,143417,DeepCBOW,19,3,1,0
130,143417,DeepCBOW,12,1,1,1
131,143417,DeepCBOW,7,4,3,0
132,143417,DeepCBOW,9,4,1,0
133,143417,DeepCBOW,9,3,3,1
134,143417,DeepCBOW,16,4,3,0
135,143417,DeepCBOW,10,3,4,0
136,143417,DeepCBOW,17,4,1,0
137,143417,DeepCBOW,27,3,3,1
138,143417,DeepCBOW,24,3,3,1
139,143417,DeepCBOW,19,4,3,0
140,143417,DeepCBOW,31,3,3,1
141,143417,DeepCBOW,10,1,1,1
142,143417,DeepCBOW,29,3,3,1
143,143417,DeepCBOW,34,3,1,0
144,143417,DeepCBOW,17,3,3,1
145,143417,DeepCBOW,15,3,3,1
146,143417,DeepCBOW,21,4,3,0
147,143417,DeepCBOW,32,4,3,0
148,143417,DeepCBOW,20,3,3,1
149,143417,DeepCBOW,16,3,3,1
150,143417,DeepCBOW,18,3,2,0
151,143417,DeepCBOW,25,3,3,1
152,143417,DeepCBOW,7,3,3,1
153,143417,DeepCBOW,28,1,1,1
154,143417,DeepCBOW,33,4,3,0
155,143417,DeepCBOW,20,4,4,1
156,143417,DeepCBOW,18,4,4,1
157,143417,DeepCBOW,17,1,1,1
158,143417,DeepCBOW,19,4,3,0
159,143417,DeepCBOW,56,3,2,0
160,143417,DeepCBOW,20,3,3,1
161,143417,DeepCBOW,5,3,1,0
162,143417,DeepCBOW,41,3,3,1
163,143417,DeepCBOW,39,3,3,1
164,143417,DeepCBOW,13,4,3,0
165,143417,DeepCBOW,19,3,3,1
166,143417,DeepCBOW,28,2,3,0
167,143417,DeepCBOW,23,3,2,0
168,143417,DeepCBOW,17,3,3,1
169,143417,DeepCBOW,17,3,3,1
170,143417,DeepCBOW,15,3,3,1
171,143417,DeepCBOW,23,2,3,0
172,143417,DeepCBOW,19,4,1,0
173,143417,DeepCBOW,8,4,4,1
174,143417,DeepCBOW,12,4,3,0
175,143417,DeepCBOW,14,3,3,1
176,143417,DeepCBOW,27,4,3,0
177,143417,DeepCBOW,34,2,3,0
178,143417,DeepCBOW,13,3,4,0
179,143417,DeepCBOW,14,4,4,1
180,143417,DeepCBOW,5,4,4,1
181,143417,DeepCBOW,15,0,4,0
182,143417,DeepCBOW,16,4,4,1
