,timestamp,model,example_length,target,prediction,correct
0,142827,CBOW,4,2,3,0
1,142827,CBOW,21,3,2,0
2,142827,CBOW,23,4,4,1
3,142827,CBOW,26,2,1,0
4,142827,CBOW,9,4,4,1
5,142827,CBOW,20,3,2,0
6,142827,CBOW,22,3,2,0
7,142827,CBOW,7,3,1,0
8,142827,CBOW,14,3,3,1
9,142827,CBOW,15,4,4,1
10,142827,CBOW,13,3,3,1
11,142827,CBOW,24,3,3,1
12,142827,CBOW,10,4,3,0
13,142827,CBOW,12,2,1,0
14,142827,CBOW,24,3,1,0
15,142827,CBOW,6,2,1,0
16,142827,CBOW,8,4,4,1
17,142827,CBOW,17,3,1,0
18,142827,CBOW,11,4,4,1
19,142827,CBOW,9,4,4,1
20,142827,CBOW,37,4,3,0
21,142827,CBOW,16,2,2,1
22,142827,CBOW,23,3,3,1
23,142827,CBOW,16,3,1,0
24,142827,CBOW,9,3,2,0
25,142827,CBOW,14,3,3,1
26,142827,CBOW,19,3,2,0
27,142827,CBOW,23,1,1,1
28,142827,CBOW,22,3,1,0
29,142827,CBOW,13,4,4,1
30,142827,CBOW,20,4,4,1
31,142827,CBOW,6,2,2,1
32,142827,CBOW,29,3,1,0
33,142827,CBOW,33,3,3,1
34,142827,CBOW,17,1,3,0
35,142827,CBOW,18,3,3,1
36,142827,CBOW,13,3,1,0
37,142827,CBOW,42,3,3,1
38,142827,CBOW,22,1,3,0
39,142827,CBOW,14,2,1,0
40,142827,CBOW,20,4,1,0
41,142827,CBOW,22,0,2,0
42,142827,CBOW,14,4,3,0
43,142827,CBOW,16,4,3,0
44,142827,CBOW,18,3,4,0
45,142827,CBOW,29,2,1,0
46,142827,CBOW,13,4,3,0
47,142827,CBOW,24,3,3,1
48,142827,CBOW,8,4,1,0
49,142827,CBOW,38,3,3,1
50,142827,CBOW,9,3,4,0
51,142827,CBOW,13,3,3,1
52,142827,CBOW,20,3,1,0
53,142827,CBOW,11,4,4,1
54,142827,CBOW,22,3,4,0
55,142827,CBOW,24,3,1,0
56,142827,CBOW,21,3,3,1
57,142827,CBOW,15,2,3,0
