,timestamp,model,example_length,target,prediction,correct
0,141353,BOW,4,2,2,1
1,141353,BOW,21,3,3,1
2,141353,BOW,23,4,4,1
3,141353,BOW,26,2,3,0
4,141353,BOW,9,4,4,1
5,141353,BOW,20,3,2,0
6,141353,BOW,22,3,2,0
7,141353,BOW,7,3,4,0
8,141353,BOW,14,3,4,0
9,141353,BOW,15,4,4,1
10,141353,BOW,13,3,3,1
11,141353,BOW,24,3,3,1
12,141353,BOW,10,4,4,1
13,141353,BOW,12,2,1,0
14,141353,BOW,24,3,1,0
15,141353,BOW,6,2,3,0
16,141353,BOW,8,4,4,1
17,141353,BOW,17,3,4,0
18,141353,BOW,11,4,3,0
19,141353,BOW,9,4,4,1
20,141353,BOW,37,4,3,0
21,141353,BOW,16,2,3,0
22,141353,BOW,23,3,3,1
23,141353,BOW,16,3,2,0
24,141353,BOW,9,3,2,0
25,141353,BOW,14,3,4,0
26,141353,BOW,19,3,2,0
27,141353,BOW,23,1,3,0
28,141353,BOW,22,3,1,0
29,141353,BOW,13,4,4,1
30,141353,BOW,20,4,4,1
31,141353,BOW,6,2,4,0
32,141353,BOW,29,3,2,0
33,141353,BOW,33,3,3,1
34,141353,BOW,17,1,3,0
35,141353,BOW,18,3,3,1
36,141353,BOW,13,3,3,1
37,141353,BOW,42,3,3,1
38,141353,BOW,22,1,3,0
39,141353,BOW,14,2,3,0
40,141353,BOW,20,4,2,0
41,141353,BOW,22,0,0,1
42,141353,BOW,14,4,3,0
43,141353,BOW,16,4,4,1
44,141353,BOW,18,3,2,0
45,141353,BOW,29,2,2,1
46,141353,BOW,13,4,4,1
47,141353,BOW,24,3,4,0
48,141353,BOW,8,4,2,0
49,141353,BOW,38,3,3,1
50,141353,BOW,9,3,4,0
51,141353,BOW,13,3,0,0
52,141353,BOW,20,3,2,0
53,141353,BOW,11,4,3,0
54,141353,BOW,22,3,3,1
55,141353,BOW,24,3,4,0
56,141353,BOW,21,3,1,0
57,141353,BOW,15,2,3,0
58,141353,BOW,12,3,4,0
59,141353,BOW,14,3,1,0
60,141353,BOW,23,2,4,0
61,141353,BOW,20,3,4,0
62,141353,BOW,12,3,4,0
63,141353,BOW,25,2,3,0
64,141353,BOW,23,1,4,0
65,141353,BOW,25,3,2,0
66,141353,BOW,7,4,4,1
67,141353,BOW,26,4,4,1
68,141353,BOW,19,4,4,1
69,141353,BOW,20,4,4,1
70,141353,BOW,24,2,4,0
71,141353,BOW,4,4,4,1
72,141353,BOW,8,4,4,1
73,141353,BOW,23,4,1,0
74,141353,BOW,11,3,3,1
75,141353,BOW,22,1,2,0
76,141353,BOW,24,4,1,0
77,141353,BOW,27,3,4,0
78,141353,BOW,24,3,3,1
79,141353,BOW,17,2,3,0
80,141353,BOW,19,3,1,0
81,141353,BOW,15,4,4,1
82,141353,BOW,19,3,3,1
83,141353,BOW,31,3,3,1
84,141353,BOW,23,4,3,0
85,141353,BOW,20,4,3,0
86,141353,BOW,40,4,3,0
87,141353,BOW,9,4,3,0
88,141353,BOW,37,3,2,0
89,141353,BOW,21,3,4,0
90,141353,BOW,34,1,0,0
91,141353,BOW,16,3,4,0
92,141353,BOW,22,0,1,0
93,141353,BOW,18,3,2,0
94,141353,BOW,22,3,1,0
95,141353,BOW,7,4,3,0
96,141353,BOW,24,2,4,0
97,141353,BOW,14,4,3,0
98,141353,BOW,13,3,3,1
99,141353,BOW,26,4,1,0
100,141353,BOW,35,3,2,0
101,141353,BOW,24,3,4,0
102,141353,BOW,18,4,2,0
103,141353,BOW,14,3,1,0
104,141353,BOW,27,3,4,0
105,141353,BOW,22,4,4,1
106,141353,BOW,33,3,3,1
107,141353,BOW,11,4,3,0
108,141353,BOW,36,3,4,0
109,141353,BOW,10,3,3,1
110,141353,BOW,29,2,4,0
111,141353,BOW,15,2,1,0
112,141353,BOW,22,4,4,1
113,141353,BOW,35,3,3,1
114,141353,BOW,6,2,2,1
115,141353,BOW,25,4,2,0
116,141353,BOW,10,3,4,0
117,141353,BOW,26,1,1,1
118,141353,BOW,15,3,2,0
119,141353,BOW,28,2,3,0
120,141353,BOW,40,3,4,0
121,141353,BOW,24,4,3,0
122,141353,BOW,18,4,0,0
123,141353,BOW,26,4,1,0
124,141353,BOW,6,2,1,0
125,141353,BOW,21,3,3,1
126,141353,BOW,19,3,1,0
127,141353,BOW,34,4,4,1
128,141353,BOW,15,3,2,0
129,141353,BOW,19,3,0,0
130,141353,BOW,12,1,2,0
131,141353,BOW,7,4,3,0
132,141353,BOW,9,4,0,0
133,141353,BOW,9,3,2,0
134,141353,BOW,16,4,3,0
135,141353,BOW,10,3,3,1
136,141353,BOW,17,4,1,0
137,141353,BOW,27,3,4,0
138,141353,BOW,24,3,1,0
139,141353,BOW,19,4,2,0
140,141353,BOW,31,3,3,1
141,141353,BOW,10,1,0,0
142,141353,BOW,29,3,3,1
143,141353,BOW,34,3,2,0
144,141353,BOW,17,3,3,1
145,141353,BOW,15,3,3,1
146,141353,BOW,21,4,4,1
147,141353,BOW,32,4,3,0
148,141353,BOW,20,3,2,0
149,141353,BOW,16,3,1,0
150,141353,BOW,18,3,2,0
151,141353,BOW,25,3,1,0
152,141353,BOW,7,3,3,1
153,141353,BOW,28,1,4,0
154,141353,BOW,33,4,3,0
155,141353,BOW,20,4,3,0
156,141353,BOW,18,4,0,0
157,141353,BOW,17,1,1,1
158,141353,BOW,19,4,1,0
159,141353,BOW,56,3,2,0
160,141353,BOW,20,3,4,0
161,141353,BOW,5,3,3,1
162,141353,BOW,41,3,3,1
163,141353,BOW,39,3,1,0
164,141353,BOW,13,4,4,1
165,141353,BOW,19,3,3,1
166,141353,BOW,28,2,4,0
167,141353,BOW,23,3,1,0
168,141353,BOW,17,3,3,1
169,141353,BOW,17,3,4,0
170,141353,BOW,15,3,4,0
171,141353,BOW,23,2,3,0
172,141353,BOW,19,4,3,0
173,141353,BOW,8,4,4,1
174,141353,BOW,12,4,3,0
175,141353,BOW,14,3,3,1
176,141353,BOW,27,4,4,1
177,141353,BOW,34,2,1,0
178,141353,BOW,13,3,4,0
179,141353,BOW,14,4,4,1
180,141353,BOW,5,4,4,1
181,141353,BOW,15,0,4,0
182,141353,BOW,16,4,4,1
183,141353,BOW,10,3,1,0
184,141353,BOW,27,3,1,0
185,141353,BOW,19,3,1,0
186,141353,BOW,17,2,2,1
187,141353,BOW,31,3,4,0
188,141353,BOW,29,4,2,0
189,141353,BOW,6,4,4,1
190,141353,BOW,15,4,3,0
191,141353,BOW,31,3,4,0
192,141353,BOW,7,4,4,1
193,141353,BOW,22,3,2,0
194,141353,BOW,16,4,3,0
195,141353,BOW,22,3,1,0
196,141353,BOW,8,3,2,0
197,141353,BOW,9,4,4,1
198,141353,BOW,16,3,4,0
199,141353,BOW,15,3,2,0
200,141353,BOW,23,4,4,1
201,141353,BOW,16,3,4,0
202,141353,BOW,30,2,1,0
203,141353,BOW,26,3,2,0
204,141353,BOW,24,3,2,0
205,141353,BOW,23,3,2,0
206,141353,BOW,27,4,3,0
207,141353,BOW,19,3,3,1
208,141353,BOW,15,3,4,0
209,141353,BOW,9,3,3,1
210,141353,BOW,13,3,3,1
211,141353,BOW,15,3,2,0
212,141353,BOW,39,2,2,1
213,141353,BOW,22,3,1,0
214,141353,BOW,22,3,2,0
215,141353,BOW,17,2,1,0
216,141353,BOW,9,4,4,1
217,141353,BOW,17,3,4,0
218,141353,BOW,35,4,1,0
219,141353,BOW,12,3,4,0
220,141353,BOW,29,4,3,0
221,141353,BOW,9,4,3,0
222,141353,BOW,14,3,3,1
223,141353,BOW,27,2,2,1
224,141353,BOW,9,4,4,1
225,141353,BOW,28,3,3,1
226,141353,BOW,17,2,1,0
227,141353,BOW,4,1,1,1
228,141353,BOW,33,3,4,0
229,141353,BOW,20,4,2,0
230,141353,BOW,8,4,3,0
231,141353,BOW,28,3,3,1
232,141353,BOW,12,3,3,1
233,141353,BOW,38,4,2,0
234,141353,BOW,5,4,3,0
235,141353,BOW,15,1,1,1
236,141353,BOW,15,4,3,0
237,141353,BOW,13,4,3,0
238,141353,BOW,27,2,3,0
239,141353,BOW,8,4,4,1
240,141353,BOW,15,4,4,1
241,141353,BOW,25,3,3,1
242,141353,BOW,31,4,3,0
243,141353,BOW,24,2,1,0
244,141353,BOW,12,4,3,0
245,141353,BOW,43,3,2,0
246,141353,BOW,7,1,1,1
247,141353,BOW,8,2,3,0
248,141353,BOW,14,4,3,0
249,141353,BOW,32,3,1,0
250,141353,BOW,17,3,3,1
251,141353,BOW,8,2,2,1
252,141353,BOW,14,3,4,0
253,141353,BOW,11,4,4,1
254,141353,BOW,32,2,1,0
255,141353,BOW,21,3,2,0
256,141353,BOW,33,3,4,0
257,141353,BOW,25,4,4,1
258,141353,BOW,21,2,4,0
259,141353,BOW,13,4,3,0
260,141353,BOW,12,3,3,1
261,141353,BOW,29,2,4,0
262,141353,BOW,17,2,2,1
263,141353,BOW,13,3,1,0
264,141353,BOW,32,3,2,0
265,141353,BOW,15,1,1,1
266,141353,BOW,4,2,2,1
267,141353,BOW,38,3,1,0
268,141353,BOW,18,4,3,0
269,141353,BOW,23,4,2,0
270,141353,BOW,31,4,3,0
271,141353,BOW,20,2,2,1
272,141353,BOW,14,4,3,0
273,141353,BOW,19,3,4,0
274,141353,BOW,38,4,4,1
275,141353,BOW,12,3,3,1
276,141353,BOW,29,2,2,1
277,141353,BOW,20,2,1,0
278,141353,BOW,37,4,3,0
279,141353,BOW,23,4,4,1
280,141353,BOW,30,3,3,1
281,141353,BOW,5,4,4,1
282,141353,BOW,25,2,3,0
283,141353,BOW,11,4,4,1
284,141353,BOW,18,4,3,0
285,141353,BOW,36,3,2,0
286,141353,BOW,23,4,3,0
287,141353,BOW,27,3,2,0
288,141353,BOW,9,3,2,0
289,141353,BOW,16,4,4,1
290,141353,BOW,37,4,3,0
291,141353,BOW,26,3,3,1
292,141353,BOW,27,4,2,0
293,141353,BOW,11,4,4,1
294,141353,BOW,17,2,4,0
295,141353,BOW,27,4,2,0
296,141353,BOW,19,3,3,1
297,141353,BOW,8,3,1,0
298,141353,BOW,9,1,2,0
299,141353,BOW,14,4,4,1
300,141353,BOW,19,3,1,0
301,141353,BOW,18,4,2,0
302,141353,BOW,18,4,4,1
303,141353,BOW,22,4,3,0
304,141353,BOW,8,4,4,1
305,141353,BOW,19,4,3,0
306,141353,BOW,27,3,1,0
307,141353,BOW,26,3,1,0
308,141353,BOW,27,1,4,0
309,141353,BOW,17,4,4,1
310,141353,BOW,42,2,3,0
311,141353,BOW,23,2,1,0
312,141353,BOW,18,3,2,0
313,141353,BOW,18,3,3,1
314,141353,BOW,13,3,4,0
315,141353,BOW,4,2,0,0
316,141353,BOW,19,3,3,1
317,141353,BOW,17,3,3,1
318,141353,BOW,42,3,4,0
319,141353,BOW,21,2,4,0
320,141353,BOW,18,3,4,0
321,141353,BOW,7,2,3,0
322,141353,BOW,17,4,4,1
323,141353,BOW,28,4,3,0
324,141353,BOW,19,2,4,0
325,141353,BOW,7,2,3,0
326,141353,BOW,21,2,3,0
327,141353,BOW,17,3,2,0
328,141353,BOW,13,4,3,0
329,141353,BOW,8,3,4,0
330,141353,BOW,6,4,4,1
331,141353,BOW,9,3,3,1
332,141353,BOW,14,4,4,1
333,141353,BOW,10,4,4,1
334,141353,BOW,22,4,4,1
335,141353,BOW,27,3,1,0
336,141353,BOW,9,4,4,1
337,141353,BOW,11,1,1,1
338,141353,BOW,15,4,4,1
339,141353,BOW,26,3,3,1
340,141353,BOW,13,3,2,0
341,141353,BOW,17,4,1,0
342,141353,BOW,9,3,3,1
343,141353,BOW,17,3,0,0
344,141353,BOW,31,3,2,0
345,141353,BOW,27,3,4,0
346,141353,BOW,17,3,4,0
347,141353,BOW,25,3,3,1
348,141353,BOW,15,2,1,0
349,141353,BOW,19,3,4,0
350,141353,BOW,28,1,1,1
351,141353,BOW,20,2,2,1
352,141353,BOW,8,4,4,1
353,141353,BOW,27,3,3,1
354,141353,BOW,11,4,0,0
355,141353,BOW,44,4,2,0
356,141353,BOW,10,4,3,0
357,141353,BOW,5,3,1,0
358,141353,BOW,12,3,4,0
359,141353,BOW,19,2,2,1
360,141353,BOW,23,3,0,0
361,141353,BOW,11,3,3,1
362,141353,BOW,41,4,3,0
363,141353,BOW,34,3,1,0
364,141353,BOW,24,4,2,0
365,141353,BOW,11,4,3,0
366,141353,BOW,25,4,0,0
367,141353,BOW,38,4,4,1
368,141353,BOW,5,4,3,0
369,141353,BOW,9,3,1,0
370,141353,BOW,16,4,0,0
371,141353,BOW,36,4,4,1
372,141353,BOW,26,4,1,0
373,141353,BOW,35,2,2,1
374,141353,BOW,7,3,3,1
375,141353,BOW,21,3,1,0
376,141353,BOW,34,4,4,1
377,141353,BOW,17,2,3,0
378,141353,BOW,8,4,3,0
379,141353,BOW,24,4,4,1
380,141353,BOW,15,4,4,1
381,141353,BOW,8,1,2,0
382,141353,BOW,15,3,4,0
383,141353,BOW,26,3,3,1
384,141353,BOW,27,4,1,0
385,141353,BOW,6,4,1,0
386,141353,BOW,18,4,3,0
387,141353,BOW,26,3,3,1
388,141353,BOW,12,4,2,0
389,141353,BOW,19,4,3,0
390,141353,BOW,31,4,4,1
391,141353,BOW,11,3,4,0
392,141353,BOW,24,3,4,0
393,141353,BOW,13,3,4,0
394,141353,BOW,20,4,3,0
395,141353,BOW,8,3,4,0
396,141353,BOW,25,4,4,1
397,141353,BOW,27,3,4,0
398,141353,BOW,29,4,1,0
399,141353,BOW,23,3,1,0
400,141353,BOW,13,3,2,0
401,141353,BOW,11,3,2,0
402,141353,BOW,6,4,4,1
403,141353,BOW,11,4,4,1
404,141353,BOW,5,2,3,0
405,141353,BOW,8,4,4,1
406,141353,BOW,28,1,1,1
407,141353,BOW,24,3,1,0
408,141353,BOW,29,2,2,1
409,141353,BOW,48,3,3,1
410,141353,BOW,14,4,2,0
411,141353,BOW,12,4,3,0
412,141353,BOW,21,4,4,1
413,141353,BOW,16,3,2,0
414,141353,BOW,21,3,3,1
415,141353,BOW,28,3,4,0
416,141353,BOW,9,3,2,0
417,141353,BOW,10,4,3,0
418,141353,BOW,20,1,1,1
419,141353,BOW,7,3,3,1
420,141353,BOW,22,4,3,0
421,141353,BOW,20,4,4,1
422,141353,BOW,10,4,0,0
423,141353,BOW,33,2,1,0
424,141353,BOW,36,3,1,0
425,141353,BOW,17,2,0,0
426,141353,BOW,28,3,1,0
427,141353,BOW,26,2,3,0
428,141353,BOW,24,3,4,0
429,141353,BOW,21,4,2,0
430,141353,BOW,8,1,3,0
431,141353,BOW,25,4,4,1
432,141353,BOW,22,4,1,0
433,141353,BOW,27,4,4,1
434,141353,BOW,25,4,4,1
435,141353,BOW,23,2,3,0
436,141353,BOW,34,2,1,0
437,141353,BOW,22,4,4,1
438,141353,BOW,18,1,1,1
439,141353,BOW,18,3,3,1
440,141353,BOW,26,4,0,0
441,141353,BOW,23,4,3,0
442,141353,BOW,26,3,1,0
443,141353,BOW,19,3,1,0
444,141353,BOW,16,3,0,0
445,141353,BOW,23,2,2,1
446,141353,BOW,23,4,3,0
447,141353,BOW,31,4,3,0
448,141353,BOW,8,2,4,0
449,141353,BOW,32,4,2,0
450,141353,BOW,30,4,3,0
451,141353,BOW,14,4,3,0
452,141353,BOW,18,3,2,0
453,141353,BOW,21,4,4,1
454,141353,BOW,29,2,1,0
455,141353,BOW,30,4,3,0
456,141353,BOW,24,3,3,1
457,141353,BOW,10,3,3,1
458,141353,BOW,15,4,3,0
459,141353,BOW,19,3,3,1
460,141353,BOW,5,4,4,1
461,141353,BOW,22,4,3,0
462,141353,BOW,35,4,2,0
463,141353,BOW,25,3,2,0
464,141353,BOW,26,3,4,0
465,141353,BOW,8,0,0,1
466,141353,BOW,24,3,2,0
467,141353,BOW,11,3,3,1
468,141353,BOW,25,3,3,1
469,141353,BOW,14,2,4,0
470,141353,BOW,5,2,3,0
471,141353,BOW,22,2,1,0
472,141353,BOW,5,3,1,0
473,141353,BOW,17,3,3,1
