,timestamp,model,example_length,target,prediction,correct
0,140731,BOW,4,2,4,0
1,140731,BOW,21,3,3,1
2,140731,BOW,23,4,4,1
3,140731,BOW,26,2,3,0
4,140731,BOW,9,4,4,1
5,140731,BOW,20,3,2,0
6,140731,BOW,22,3,2,0
7,140731,BOW,7,3,3,1
8,140731,BOW,14,3,3,1
9,140731,BOW,15,4,4,1
10,140731,BOW,13,3,3,1
11,140731,BOW,24,3,3,1
12,140731,BOW,10,4,4,1
13,140731,BOW,12,2,1,0
14,140731,BOW,24,3,1,0
15,140731,BOW,6,2,1,0
16,140731,BOW,8,4,4,1
17,140731,BOW,17,3,4,0
18,140731,BOW,11,4,3,0
19,140731,BOW,9,4,4,1
20,140731,BOW,37,4,3,0
21,140731,BOW,16,2,3,0
22,140731,BOW,23,3,3,1
23,140731,BOW,16,3,2,0
24,140731,BOW,9,3,2,0
25,140731,BOW,14,3,4,0
26,140731,BOW,19,3,2,0
27,140731,BOW,23,1,1,1
28,140731,BOW,22,3,1,0
29,140731,BOW,13,4,4,1
30,140731,BOW,20,4,4,1
31,140731,BOW,6,2,2,1
32,140731,BOW,29,3,2,0
33,140731,BOW,33,3,3,1
34,140731,BOW,17,1,3,0
35,140731,BOW,18,3,4,0
36,140731,BOW,13,3,1,0
37,140731,BOW,42,3,4,0
38,140731,BOW,22,1,4,0
39,140731,BOW,14,2,1,0
40,140731,BOW,20,4,2,0
41,140731,BOW,22,0,2,0
42,140731,BOW,14,4,3,0
43,140731,BOW,16,4,4,1
44,140731,BOW,18,3,2,0
45,140731,BOW,29,2,2,1
46,140731,BOW,13,4,3,0
47,140731,BOW,24,3,3,1
48,140731,BOW,8,4,4,1
49,140731,BOW,38,3,3,1
50,140731,BOW,9,3,4,0
51,140731,BOW,13,3,3,1
52,140731,BOW,20,3,3,1
53,140731,BOW,11,4,4,1
54,140731,BOW,22,3,4,0
55,140731,BOW,24,3,2,0
56,140731,BOW,21,3,3,1
57,140731,BOW,15,2,3,0
58,140731,BOW,12,3,3,1
59,140731,BOW,14,3,1,0
60,140731,BOW,23,2,4,0
61,140731,BOW,20,3,4,0
62,140731,BOW,12,3,4,0
63,140731,BOW,25,2,3,0
64,140731,BOW,23,1,2,0
65,140731,BOW,25,3,2,0
66,140731,BOW,7,4,4,1
67,140731,BOW,26,4,4,1
68,140731,BOW,19,4,3,0
69,140731,BOW,20,4,4,1
70,140731,BOW,24,2,4,0
71,140731,BOW,4,4,4,1
72,140731,BOW,8,4,3,0
73,140731,BOW,23,4,1,0
74,140731,BOW,11,3,4,0
75,140731,BOW,22,1,2,0
76,140731,BOW,24,4,1,0
77,140731,BOW,27,3,4,0
78,140731,BOW,24,3,2,0
79,140731,BOW,17,2,1,0
80,140731,BOW,19,3,3,1
81,140731,BOW,15,4,3,0
82,140731,BOW,19,3,3,1
83,140731,BOW,31,3,4,0
84,140731,BOW,23,4,4,1
85,140731,BOW,20,4,3,0
86,140731,BOW,40,4,3,0
87,140731,BOW,9,4,3,0
88,140731,BOW,37,3,4,0
89,140731,BOW,21,3,4,0
90,140731,BOW,34,1,0,0
91,140731,BOW,16,3,4,0
92,140731,BOW,22,0,2,0
93,140731,BOW,18,3,4,0
94,140731,BOW,22,3,4,0
95,140731,BOW,7,4,0,0
96,140731,BOW,24,2,1,0
97,140731,BOW,14,4,0,0
98,140731,BOW,13,3,0,0
99,140731,BOW,26,4,3,0
100,140731,BOW,35,3,3,1
101,140731,BOW,24,3,3,1
102,140731,BOW,18,4,0,0
103,140731,BOW,14,3,1,0
104,140731,BOW,27,3,4,0
105,140731,BOW,22,4,3,0
106,140731,BOW,33,3,4,0
107,140731,BOW,11,4,4,1
108,140731,BOW,36,3,4,0
109,140731,BOW,10,3,3,1
110,140731,BOW,29,2,4,0
111,140731,BOW,15,2,3,0
112,140731,BOW,22,4,2,0
113,140731,BOW,35,3,1,0
114,140731,BOW,6,2,2,1
115,140731,BOW,25,4,2,0
116,140731,BOW,10,3,3,1
117,140731,BOW,26,1,4,0
118,140731,BOW,15,3,2,0
119,140731,BOW,28,2,3,0
120,140731,BOW,40,3,4,0
121,140731,BOW,24,4,3,0
122,140731,BOW,18,4,4,1
123,140731,BOW,26,4,1,0
124,140731,BOW,6,2,1,0
125,140731,BOW,21,3,3,1
126,140731,BOW,19,3,3,1
127,140731,BOW,34,4,4,1
128,140731,BOW,15,3,4,0
129,140731,BOW,19,3,3,1
130,140731,BOW,12,1,2,0
131,140731,BOW,7,4,3,0
132,140731,BOW,9,4,1,0
133,140731,BOW,9,3,3,1
134,140731,BOW,16,4,3,0
135,140731,BOW,10,3,1,0
136,140731,BOW,17,4,1,0
137,140731,BOW,27,3,4,0
138,140731,BOW,24,3,2,0
